brand_id,review_text,rating,review_source,reviewer_name,review_timestamp,raw_content,raw_metadata,received_at,intake_method,intake_metadata
a1b2c3d4-e5f6-7890-1234-567890abcdef,"Found a hair in my food. So disappointed. Have to throw it out.",1,uber_eats,"Uber Customer 1235A",2025-05-02,"{""restaurant"": ""Wing Shack Co - Maidstone"", ""order_id"": ""1235A"", ""city"": ""Brighton and Sussex"", ""rating_type"": ""consumer_to_merchant"", ""rating_tags"": """", ""fulfilment_type"": ""Delivery"", ""order_channel"": ""iOS"", ""date_ordered"": ""2025-05-02"", ""rating_date"": ""2025-05-02""}","{""source"": ""uber_eats"", ""platform"": ""uber_eats""}",2025-10-12T04:20:00.000000,uber_reviews_intake,"{""intake_source"": ""uber_eats_export""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,"Uber Eats review - Rating: 5",5,uber_eats,"Uber Customer 2F28E",2025-05-03,"{""restaurant"": ""Wing Shack (Midland Road LU2)"", ""order_id"": ""2F28E"", ""city"": ""London"", ""rating_type"": ""consumer_to_merchant"", ""rating_tags"": ""restaurant_store_accommodating"", ""fulfilment_type"": ""Delivery"", ""order_channel"": ""iOS"", ""date_ordered"": ""2025-05-03"", ""rating_date"": ""2025-05-03""}","{""source"": ""uber_eats"", ""platform"": ""uber_eats""}",2025-10-12T04:20:00.000000,uber_reviews_intake,"{""intake_source"": ""uber_eats_export""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,"Uber Eats review - Rating: 5",5,uber_eats,"Uber Customer 54395",2025-05-03,"{""restaurant"": ""Wing Shack Co - Maidstone"", ""order_id"": ""54395"", ""city"": ""Brighton and Sussex"", ""rating_type"": ""consumer_to_merchant"", ""rating_tags"": """", ""fulfilment_type"": ""Delivery"", ""order_channel"": ""iOS"", ""date_ordered"": ""2025-05-03"", ""rating_date"": ""2025-05-03""}","{""source"": ""uber_eats"", ""platform"": ""uber_eats""}",2025-10-12T04:20:00.000000,uber_reviews_intake,"{""intake_source"": ""uber_eats_export""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,"Uber Eats review - Rating: 5",5,uber_eats,"Uber Customer 6135C",2025-05-02,"{""restaurant"": ""Wing Shack Co"", ""order_id"": ""6135C"", ""city"": ""London"", ""rating_type"": ""consumer_to_merchant"", ""rating_tags"": """", ""fulfilment_type"": ""Delivery"", ""order_channel"": ""iOS"", ""date_ordered"": ""2025-05-02"", ""rating_date"": ""2025-05-03""}","{""source"": ""uber_eats"", ""platform"": ""uber_eats""}",2025-10-12T04:20:00.000000,uber_reviews_intake,"{""intake_source"": ""uber_eats_export""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,"Uber Eats review - Rating: 1",1,uber_eats,"Uber Customer 79572",2025-05-03,"{""restaurant"": ""Wing Shack Co"", ""order_id"": ""79572"", ""city"": ""London"", ""rating_type"": ""consumer_to_merchant"", ""rating_tags"": ""restaurant_not_tasty"", ""fulfilment_type"": ""Delivery"", ""order_channel"": ""iOS"", ""date_ordered"": ""2025-05-03"", ""rating_date"": ""2025-05-03""}","{""source"": ""uber_eats"", ""platform"": ""uber_eats""}",2025-10-12T04:20:00.000000,uber_reviews_intake,"{""intake_source"": ""uber_eats_export""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,"Uber Eats review - Rating: 4",4,uber_eats,"Uber Customer 98DBE",2025-05-02,"{""restaurant"": ""Wing Shack Co"", ""order_id"": ""98DBE"", ""city"": ""London"", ""rating_type"": ""consumer_to_merchant"", ""rating_tags"": """", ""fulfilment_type"": ""Delivery"", ""order_channel"": ""iOS"", ""date_ordered"": ""2025-05-02"", ""rating_date"": ""2025-05-03""}","{""source"": ""uber_eats"", ""platform"": ""uber_eats""}",2025-10-12T04:20:00.000000,uber_reviews_intake,"{""intake_source"": ""uber_eats_export""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,"Uber Eats review - Rating: 5",5,uber_eats,"Uber Customer A922D",2025-05-03,"{""restaurant"": ""Wing Shack (Midland Road LU2)"", ""order_id"": ""A922D"", ""city"": ""London"", ""rating_type"": ""consumer_to_merchant"", ""rating_tags"": """", ""fulfilment_type"": ""Delivery"", ""order_channel"": ""Android"", ""date_ordered"": ""2025-05-03"", ""rating_date"": ""2025-05-03""}","{""source"": ""uber_eats"", ""platform"": ""uber_eats""}",2025-10-12T04:20:00.000000,uber_reviews_intake,"{""intake_source"": ""uber_eats_export""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,"Uber Eats review - Rating: 5",5,uber_eats,"Uber Customer B5374",2025-05-08,"{""restaurant"": ""Wing Shack (Midland Road LU2)"", ""order_id"": ""B5374"", ""city"": ""London"", ""rating_type"": ""consumer_to_merchant"", ""rating_tags"": """", ""fulfilment_type"": ""Delivery"", ""order_channel"": ""iOS"", ""date_ordered"": ""2025-05-08"", ""rating_date"": ""2025-05-08""}","{""source"": ""uber_eats"", ""platform"": ""uber_eats""}",2025-10-12T04:20:00.000000,uber_reviews_intake,"{""intake_source"": ""uber_eats_export""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,"Uber Eats review - Rating: 5",5,uber_eats,"Uber Customer FED46",2025-05-07,"{""restaurant"": ""Wing Shack Co - Maidstone"", ""order_id"": ""FED46"", ""city"": ""Brighton and Sussex"", ""rating_type"": ""consumer_to_merchant"", ""rating_tags"": """", ""fulfilment_type"": ""Delivery"", ""order_channel"": ""iOS"", ""date_ordered"": ""2025-05-07"", ""rating_date"": ""2025-05-09""}","{""source"": ""uber_eats"", ""platform"": ""uber_eats""}",2025-10-12T04:20:00.000000,uber_reviews_intake,"{""intake_source"": ""uber_eats_export""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,"Uber Eats review - Rating: 5",5,uber_eats,"Uber Customer 09A23",2025-05-09,"{""restaurant"": ""Wing Shack Co - Maidstone"", ""order_id"": ""09A23"", ""city"": ""Brighton and Sussex"", ""rating_type"": ""consumer_to_merchant"", ""rating_tags"": """", ""fulfilment_type"": ""Delivery"", ""order_channel"": ""Android"", ""date_ordered"": ""2025-05-09"", ""rating_date"": ""2025-05-10""}","{""source"": ""uber_eats"", ""platform"": ""uber_eats""}",2025-10-12T04:20:00.000000,uber_reviews_intake,"{""intake_source"": ""uber_eats_export""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,"Uber Eats review - Rating: 5",5,uber_eats,"Uber Customer E15BA",2025-04-29,"{""restaurant"": ""Wing Shack Co"", ""order_id"": ""E15BA"", ""city"": ""London"", ""rating_type"": ""consumer_to_merchant"", ""rating_tags"": """", ""fulfilment_type"": ""Delivery"", ""order_channel"": ""iOS"", ""date_ordered"": ""2025-04-29"", ""rating_date"": ""2025-05-10""}","{""source"": ""uber_eats"", ""platform"": ""uber_eats""}",2025-10-12T04:20:00.000000,uber_reviews_intake,"{""intake_source"": ""uber_eats_export""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,"Uber Eats review - Rating: 5",5,uber_eats,"Uber Customer 7D42C",2025-05-10,"{""restaurant"": ""Wing Shack (Midland Road LU2)"", ""order_id"": ""7D42C"", ""city"": ""London"", ""rating_type"": ""consumer_to_merchant"", ""rating_tags"": """", ""fulfilment_type"": ""Delivery"", ""order_channel"": ""iOS"", ""date_ordered"": ""2025-05-10"", ""rating_date"": ""2025-05-11""}","{""source"": ""uber_eats"", ""platform"": ""uber_eats""}",2025-10-12T04:20:00.000000,uber_reviews_intake,"{""intake_source"": ""uber_eats_export""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,"Uber Eats review - Rating: 1",1,uber_eats,"Uber Customer 9B385",2025-05-12,"{""restaurant"": ""Wing Shack (Midland Road LU2)"", ""order_id"": ""9B385"", ""city"": ""London"", ""rating_type"": ""consumer_to_merchant"", ""rating_tags"": """", ""fulfilment_type"": ""Delivery"", ""order_channel"": ""iOS"", ""date_ordered"": ""2025-05-12"", ""rating_date"": ""2025-05-12""}","{""source"": ""uber_eats"", ""platform"": ""uber_eats""}",2025-10-12T04:20:00.000000,uber_reviews_intake,"{""intake_source"": ""uber_eats_export""}"
