id,network_id,network_type,platform,order_date,reporting_week,orders_count,gross_sales,refunds,net_sales,avg_order_value,avg_prep_time,avg_fulfilment_time,completion_rate,delivery_rating,royalty_rate,royalty_value,inserted_at
968ed5d2-0198-45bf-9023-78bed570c72f,2,Franchise,deliveroo,2025-03-12T00:00:00.000Z,2025-W11,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.179Z
a5881c34-5f2e-4ef1-8d76-bf9f7c75793c,2,Franchise,justeat,2025-03-12T00:00:00.000Z,2025-W11,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.199Z
1031cc85-64d6-4825-bff6-49ea2c27d1f8,2,Franchise,ubereats,2025-03-12T00:00:00.000Z,2025-W11,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.184Z
856da6a7-7ee2-4d11-bb0f-ee621ada9642,2,Franchise,wingverse,2025-03-12T00:00:00.000Z,2025-W11,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.174Z
aba3e8c7-d912-4043-825c-f7a47b013450,2,Franchise,deliveroo,2025-03-13T00:00:00.000Z,2025-W11,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.179Z
2a1da0ce-e87f-4689-b171-9de5abf2e711,2,Franchise,justeat,2025-03-13T00:00:00.000Z,2025-W11,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.199Z
be594687-7243-441e-a0e8-ec21af5b22d8,2,Franchise,ubereats,2025-03-13T00:00:00.000Z,2025-W11,2,51.53,0,51.53,25.77,,,,,,,2025-10-10T07:49:02.184Z
5c18cd23-b66b-45bd-93d0-66d964c35fd4,2,Franchise,wingverse,2025-03-13T00:00:00.000Z,2025-W11,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.174Z
f41eb515-9914-4e2f-8577-4dd39c0be447,2,Franchise,deliveroo,2025-03-14T00:00:00.000Z,2025-W11,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.179Z
dc7a7a06-cc59-4297-bcfe-3ba30112fc67,2,Franchise,justeat,2025-03-14T00:00:00.000Z,2025-W11,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.199Z
3cacd064-e4c8-482a-9f73-ea96bff45fff,2,Franchise,ubereats,2025-03-14T00:00:00.000Z,2025-W11,1,23.63,0,23.63,23.63,,,,,,,2025-10-10T07:49:02.184Z
91a1e567-8ba4-4429-b1b3-a3c5e0e6777c,2,Franchise,wingverse,2025-03-14T00:00:00.000Z,2025-W11,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.174Z
ee76f631-9681-4fad-8bd5-48a2730f3a29,2,Franchise,deliveroo,2025-03-15T00:00:00.000Z,2025-W11,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.179Z
eb299493-907b-43d7-a1bf-6ec68dc71436,2,Franchise,justeat,2025-03-15T00:00:00.000Z,2025-W11,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.199Z
c4c61d54-44a5-4b24-8555-fa726c2cf53c,2,Franchise,ubereats,2025-03-15T00:00:00.000Z,2025-W11,3,98.67,0,98.67,32.89,,,,,,,2025-10-10T07:49:02.184Z
4d123b73-0716-4191-9e57-4911898e97fb,2,Franchise,wingverse,2025-03-15T00:00:00.000Z,2025-W11,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.174Z
065253ff-6cf8-4ba2-bdc3-7ff7a26147b6,2,Franchise,deliveroo,2025-03-19T00:00:00.000Z,2025-W12,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.179Z
bc8fa128-b593-4406-bf60-47022939a092,2,Franchise,justeat,2025-03-19T00:00:00.000Z,2025-W12,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.199Z
3f5087d1-377c-4f27-9732-62920ea83e0b,2,Franchise,ubereats,2025-03-19T00:00:00.000Z,2025-W12,1,25.22,0,25.22,25.22,,,,,,,2025-10-10T07:49:02.184Z
e23580b5-22ae-491d-a5de-fc67ecda79a2,2,Franchise,wingverse,2025-03-19T00:00:00.000Z,2025-W12,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.174Z
6f91bf89-a6d3-4cd8-8be6-37a6bd72fdb8,2,Franchise,deliveroo,2025-03-20T00:00:00.000Z,2025-W12,7,154.91,0,154.91,22.13,,,,,,,2025-10-10T07:49:02.179Z
b632eb00-48cc-41b0-8c9f-b563097c6951,2,Franchise,justeat,2025-03-20T00:00:00.000Z,2025-W12,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.199Z
8fdc0ce9-627c-4c8b-baf5-0b59fc3366ba,2,Franchise,ubereats,2025-03-20T00:00:00.000Z,2025-W12,1,30.26,0,30.26,30.26,,,,,,,2025-10-10T07:49:02.184Z
c4fa9f4b-8684-4793-8da6-184d973c38c5,2,Franchise,wingverse,2025-03-20T00:00:00.000Z,2025-W12,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.174Z
8db951d2-b522-4a52-80fa-2ad2d7af0e24,2,Franchise,deliveroo,2025-03-21T00:00:00.000Z,2025-W12,18,506.77,0,506.77,28.15,,,,,,,2025-10-10T07:49:02.179Z
d948d059-f22c-4066-bc8d-f7066b725607,2,Franchise,justeat,2025-03-21T00:00:00.000Z,2025-W12,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.199Z
e1c39c2e-edad-470d-a87d-f30db7b04ec0,2,Franchise,ubereats,2025-03-21T00:00:00.000Z,2025-W12,4,101.79,0,101.79,25.45,,,,,,,2025-10-10T07:49:02.184Z
84288395-118e-4760-99d5-16c2a5206ab3,2,Franchise,wingverse,2025-03-21T00:00:00.000Z,2025-W12,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.174Z
c02bb0f5-4370-4aa2-a5ff-bce087bf07a6,2,Franchise,deliveroo,2025-03-22T00:00:00.000Z,2025-W12,8,230.95,0,230.95,28.87,,,,,,,2025-10-10T07:49:02.179Z
623dc62c-fb20-4573-a843-a8693871da92,2,Franchise,justeat,2025-03-22T00:00:00.000Z,2025-W12,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.199Z
2fbd945d-8b2d-441e-a710-12562cfb8ce0,2,Franchise,ubereats,2025-03-22T00:00:00.000Z,2025-W12,2,48.92,0,48.92,24.46,,,,,,,2025-10-10T07:49:02.184Z
6f4974cc-aafe-4974-8a77-58aa286009d4,2,Franchise,wingverse,2025-03-22T00:00:00.000Z,2025-W12,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.173Z
db9f6e04-b20c-44ad-abcf-28cbe3af6207,2,Franchise,deliveroo,2025-03-26T00:00:00.000Z,2025-W13,13,354.27,0,354.27,27.25,,,,,,,2025-10-10T07:49:02.179Z
d322e4b9-76c8-4ebd-ac61-5a34dcb9d558,2,Franchise,justeat,2025-03-26T00:00:00.000Z,2025-W13,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.198Z
a52cec97-7c82-48fc-a421-b191699e5c72,2,Franchise,ubereats,2025-03-26T00:00:00.000Z,2025-W13,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.184Z
935c46ce-d079-45d0-bdb4-d0455768632b,2,Franchise,wingverse,2025-03-26T00:00:00.000Z,2025-W13,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.173Z
30a2f804-faaa-4990-9a93-5a8e2c031158,2,Franchise,deliveroo,2025-03-27T00:00:00.000Z,2025-W13,19,580.07,0,580.07,30.53,,,,,,,2025-10-10T07:49:02.179Z
7eec1acd-ec4c-46d1-a24b-20527f677e9b,2,Franchise,justeat,2025-03-27T00:00:00.000Z,2025-W13,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.198Z
d0e17e0d-8276-43a6-b336-5e2fa8399f32,2,Franchise,ubereats,2025-03-27T00:00:00.000Z,2025-W13,1,22.86,0,22.86,22.86,,,,,,,2025-10-10T07:49:02.184Z
7fc4c935-24f4-4d3d-b0a9-385cfd298d70,2,Franchise,wingverse,2025-03-27T00:00:00.000Z,2025-W13,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.173Z
88a18eb4-ae08-488d-90d1-00bd7aa15d85,2,Franchise,deliveroo,2025-03-28T00:00:00.000Z,2025-W13,13,316.67,0,316.67,24.36,,,,,,,2025-10-10T07:49:02.179Z
533663bc-0c60-42b3-8db3-954cfd90e5e8,2,Franchise,justeat,2025-03-28T00:00:00.000Z,2025-W13,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.198Z
2c2fbe0d-57ed-4c33-8173-59de49190162,2,Franchise,ubereats,2025-03-28T00:00:00.000Z,2025-W13,2,54.04,0,54.04,27.02,,,,,,,2025-10-10T07:49:02.184Z
5860dbee-4afb-406c-90b2-dc9d1760cb00,2,Franchise,wingverse,2025-03-28T00:00:00.000Z,2025-W13,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.173Z
7289ca3b-9261-4c49-845a-7e033a82879e,2,Franchise,deliveroo,2025-03-29T00:00:00.000Z,2025-W13,12,414.14,0,414.14,34.51,,,,,,,2025-10-10T07:49:02.179Z
dd157249-e9bc-45f2-bac1-718460a969ee,2,Franchise,justeat,2025-03-29T00:00:00.000Z,2025-W13,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.198Z
e135a2cd-52b3-47d5-8363-e52881415884,2,Franchise,ubereats,2025-03-29T00:00:00.000Z,2025-W13,1,68.74,0,68.74,68.74,,,,,,,2025-10-10T07:49:02.184Z
32f51a1e-76e3-40dc-b1cf-29dbc730e062,2,Franchise,wingverse,2025-03-29T00:00:00.000Z,2025-W13,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.173Z
b7a0dbb4-85a6-4a66-b482-37545b988d7f,2,Franchise,deliveroo,2025-04-02T00:00:00.000Z,2025-W14,8,281.94,0,281.94,35.24,,,,,,,2025-10-10T07:49:02.179Z
662cbea8-c643-4070-a899-5f4d559b9f35,2,Franchise,justeat,2025-04-02T00:00:00.000Z,2025-W14,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.198Z
3896f41c-de01-4d9e-bb7a-12f73874c438,2,Franchise,ubereats,2025-04-02T00:00:00.000Z,2025-W14,2,48.99,0,48.99,24.5,,,,,,,2025-10-10T07:49:02.184Z
02994715-41d2-4114-bbe4-d27f8c87b9e4,2,Franchise,wingverse,2025-04-02T00:00:00.000Z,2025-W14,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.173Z
bf4f9869-788b-4ea5-ac7e-f87a15537266,2,Franchise,deliveroo,2025-04-03T00:00:00.000Z,2025-W14,24,780.55,0,780.55,32.52,,,,,,,2025-10-10T07:49:02.179Z
8927a9be-7600-42dd-9a31-ca1361336dad,2,Franchise,justeat,2025-04-03T00:00:00.000Z,2025-W14,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.198Z
7ce9553f-040a-4f7e-b368-689d275dc1a9,2,Franchise,ubereats,2025-04-03T00:00:00.000Z,2025-W14,4,148.27,0,148.27,37.07,,,,,,,2025-10-10T07:49:02.184Z
4ab33ba6-e683-49bd-8dd2-faec4723889d,2,Franchise,wingverse,2025-04-03T00:00:00.000Z,2025-W14,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.173Z
e2b0749d-8ee8-4fa6-be7f-a0e6bbeff8e1,2,Franchise,deliveroo,2025-04-04T00:00:00.000Z,2025-W14,29,857.41,0,857.41,29.57,,,,,,,2025-10-10T07:49:02.178Z
3866dce3-3dbb-44fb-8874-7ac2b2dc807e,2,Franchise,justeat,2025-04-04T00:00:00.000Z,2025-W14,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.198Z
1d1641bb-8706-4505-aa38-ff4dee19c451,2,Franchise,ubereats,2025-04-04T00:00:00.000Z,2025-W14,4,109.19,0,109.19,27.3,,,,,,,2025-10-10T07:49:02.184Z
3a797e04-0360-4230-bbd8-61cd60855f0e,2,Franchise,wingverse,2025-04-04T00:00:00.000Z,2025-W14,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.173Z
00c1c1d2-200c-4e2e-ae6d-85f7586a549a,2,Franchise,deliveroo,2025-04-05T00:00:00.000Z,2025-W14,17,596.43,0,596.43,35.08,,,,,,,2025-10-10T07:49:02.178Z
